0.290534,0.414464,2.2083,3.09903,2.19556,0
0.294512,0.430702,2.2124,3.10984,2.20791,1
0.296652,0.429999,2.18167,3.08614,2.18891,2
0.287406,0.406784,2.17269,3.08225,2.20718,3
0.290409,0.426484,2.14179,3.00175,2.20617,4
0.301883,0.401777,2.08433,2.93,2.19754,5
0.303121,0.435588,2.0358,2.87706,2.20096,6
0.313335,0.430797,1.98034,2.80921,2.20017,7
0.291833,0.434903,1.92513,2.72614,2.19687,8
0.303119,0.426703,1.88877,2.65367,2.21375,9
0.317886,0.420648,1.84035,2.59047,2.21699,10
0.314923,0.419771,1.76656,2.50466,2.19429,11
0.310637,0.428797,1.73835,2.45267,2.19019,12
0.297824,0.424124,1.6967,2.3865,2.20589,13
0.291903,0.423086,1.64059,0.71379,2.18679,14
0.306958,0.437926,1.57811,0.630722,1.30813,15
0.297414,0.425276,1.54578,0.603774,1.2879,16
0.318098,0.424757,1.47705,0.562691,1.27338,17
0.304277,0.436489,1.41978,0.548909,1.29376,18
0.290712,0.414791,1.36947,0.530059,1.34125,19
0.305831,0.435253,1.3161,0.528324,2.18934,20
0.309527,0.432714,1.27525,1.81241,1.78549,21
0.314521,0.426504,1.22463,1.7616,1.78445,22
0.299227,0.416312,1.19002,1.69407,1.7717,23
0.294929,0.424582,1.14685,1.63097,1.79214,24
0.303187,0.449554,1.10831,1.6404,1.76725,25
0.296162,0.447739,1.10304,1.66758,1.76873,26
0.309809,0.514313,1.07566,1.71614,0.458345,27
0.317173,0.530547,1.04955,1.79707,0.421489,28
0.329147,0.588687,1.01957,1.90628,0.420251,29
0.336786,0.671015,1.01656,1.99824,0.400287,30
0.348028,0.745377,0.98859,2.14972,0.364779,31
0.387929,0.86472,0.980365,2.33711,0.37324,32
0.399076,0.95147,0.986022,2.30096,0.372408,33
0.394077,0.918809,0.665347,2.2215,0.352294,34
0.442416,0.860295,0.629084,2.19671,0.336347,35
0.491293,0.834368,0.558143,2.14833,0.342124,36
0.508289,0.80409,0.544722,2.12125,0.312464,37
0.559405,0.777333,0.507929,2.08499,0.314367,38
0.597112,0.757425,0.514212,2.06576,0.289324,39
0.67276,0.730511,0.496014,2.02071,0.287962,40
0.732125,0.711801,1.0674,2.01325,0.301247,41
0.826729,0.693551,1.09651,2.00281,0.281325,42
0.830813,0.677814,1.15997,2.00597,0.308388,43
0.787922,0.670019,1.24293,1.97159,0.296996,44
0.748374,0.360562,1.31431,1.61821,0.290872,45
0.71125,0.293876,1.39721,1.56752,0.301527,46
0.680089,0.26036,1.55616,1.53561,0.311696,47
0.650527,0.25,1.7338,1.577,0.281403,48
0.611897,0.44798,1.8941,2.04429,0.292672,49
0.585557,0.276357,1.83845,2.06417,0.32386,50
0.260638,0.66971,1.77094,2.1044,0.307219,51
0.42104,0.712583,1.73597,2.13821,0.295524,52
0.448001,0.746989,1.67991,2.20145,0.313296,53
0.430407,0.786723,1.65449,1.1654,0.313347,54
0.402496,0.81177,1.63432,1.13532,0.326253,55
0.293329,0.872221,1.60302,1.08649,0.31797,56
0.583602,0.939855,1.56007,1.08793,0.341325,57
0.588149,1.01294,1.56476,1.08319,0.33181,58
0.601307,1.12101,1.55878,2.25429,0.359251,59
0.639384,1.21328,1.53646,2.16029,0.362038,60
0.646686,1.37331,1.5317,2.11295,0.371127,61
0.646688,1.54652,1.21093,2.02346,0.386872,62
0.673687,1.48401,1.11984,1.99022,0.385636,63
0.71093,1.43291,1.07799,1.95084,0.424473,64
0.777816,1.3742,1.06689,1.89083,2.14528,65
0.814433,1.3083,1.02893,1.86296,2.17157,66
0.836931,1.27542,1.01178,1.80915,2.12777,67
0.89394,1.23366,0.965163,1.79858,2.11901,68
0.935582,1.20862,0.912499,1.77226,2.08107,69
0.949495,1.16706,0.867997,1.73226,2.04896,70
0.976118,1.1142,0.822696,1.71234,2.00548,71
1.01322,1.07275,0.761249,0.640485,1.98249,72
1.06597,1.05127,0.731225,0.533538,1.97003,73
1.0942,0.973601,0.680854,0.511178,1.89839,74
1.1193,0.924038,0.62725,0.445973,1.88805,75
1.15007,0.913137,0.575364,0.403264,1.85053,76
1.18552,0.84654,0.527229,0.409185,1.83088,77
1.21769,0.822745,0.502516,0.394506,1.78464,78
1.2547,0.783843,0.909911,0.413111,1.76383,79
1.28169,0.757686,0.913541,1.46802,1.76841,80
1.1926,0.728261,0.909837,1.44895,1.81961,81
1.07869,0.696844,0.934357,1.40526,1.8434,82
0.982471,0.296708,0.946068,1.39882,1.92493,83
0.919918,0.466575,0.955599,1.35163,2.0081,84
0.837361,0.468858,0.985347,1.33638,2.10271,85
0.774921,0.429823,1.033,1.33145,2.197,86
0.724254,0.406469,1.04535,1.33891,2.31181,87
0.687481,0.349313,1.12088,1.30935,0.310774,88
0.33927,0.59075,1.19088,1.30995,0.272745,89
0.397915,0.598616,1.28449,1.30533,0.376971,90
0.36286,0.598045,1.29162,1.30627,0.407288,91
0.371377,0.575997,1.24518,1.2955,0.422315,92
0.376677,0.58365,1.20386,1.25961,0.430371,93
0.320612,0.546131,1.16634,1.25246,0.44275,94
0.547826,0.542946,1.14863,1.19948,0.420228,95
0.528722,0.544057,1.10791,1.16,0.396678,96
0.525917,0.521977,1.08079,1.13367,0.393806,97
0.50398,0.502949,1.05838,1.10155,0.360715,98
0.505092,0.513704,1.02371,1.09543,2.14739,99
0.495482,0.502944,0.993295,1.03656,2.16993,100
0.453624,0.489789,0.97942,1.00601,2.1668,101
0.470102,0.47853,0.930632,0.982454,2.17477,102
0.456999,0.486051,0.925052,0.926877,2.18938,103
0.456427,0.447697,0.870607,0.90838,2.19086,104
0.41998,0.445901,0.858493,0.8813,2.20788,105
0.410251,0.436826,0.83244,0.854782,2.2238,106
0.401109,0.424503,0.795162,0.825825,2.22426,107
0.393316,0.430824,0.763904,0.781276,2.16838,108
0.392641,0.406479,0.714007,0.743523,2.10985,109
0.381983,0.413322,0.692117,0.73743,1.98876,110
0.377348,0.383914,0.676345,0.695004,1.90452,111
0.356261,0.407182,0.642351,0.671408,1.81853,112
0.363931,0.353764,0.619382,0.651806,1.73488,113
0.333301,0.344141,0.571807,0.604916,1.64957,114
0.323643,0.337256,0.541704,0.561902,1.56568,115
0.323727,0.338972,0.498759,0.526998,1.49086,116
0.323353,0.309452,0.491644,0.504987,1.39846,117
0.280921,0.305215,0.455692,0.490319,1.31772,118
0.286568,0.293945,0.430518,0.449439,1.23595,119
0.271681,0.284231,0.390028,0.408838,1.11015,120
0.269498,0.260839,0.352356,0.36003,1.03482,121
0.25,0.278318,0.337506,0.371527,0.950196,122
0.256704,0.261591,0.332399,0.351785,0.909955,123
0.273252,0.250887,0.334565,0.328705,0.919457,124
0.252887,0.258604,0.328413,0.323463,0.903674,125
0.25,0.258798,0.337676,0.335167,0.879156,126
0.267627,0.255416,0.311378,0.325569,0.89767,127
0.25,0.267701,0.313444,0.326927,0.884054,128
0.25,0.264686,0.330205,0.326256,0.912998,129
0.262831,0.272033,0.307869,0.338804,0.890497,130
0.254751,0.25,0.323842,0.343106,0.887947,131
0.253351,0.264655,0.329505,0.351009,0.882674,132
0.272468,0.25,0.31019,0.340355,0.892068,133
0.25,0.282123,0.32623,0.348749,0.896634,134
0.255609,0.269465,0.331687,0.330148,0.882926,135
0.252949,0.266632,0.327635,0.319903,0.878975,136
0.251801,0.263999,0.307734,0.342203,0.881872,137
0.25,0.25,0.334133,0.341933,0.891152,138
0.25,0.264621,0.325859,0.334793,0.886713,139
0.266332,0.270063,0.338023,0.330701,0.895164,140
0.25,0.254781,0.327802,0.32806,0.90187,141
0.25,0.26686,0.329526,0.343872,0.88582,142
0.251076,0.25,0.306822,0.336532,0.911186,143
0.256789,0.253572,0.330176,0.342357,0.891181,144
